target temperature;Temperature;PID output;proportional part; integral part;differential part;Calculated temperature
200;94;0;0;0;0;94
200;94;0;0;0;0;94
200;94;6;6;0;0;95
200;94;6;6;0;0;95
200;94;12;12;0;0;96
200;94;12;12;0;0;96
200;94;12;12;0;0;97
200;94;13;12;1;0;97
200;94;13;12;1;0;98
200;94;13;12;1;0;98
200;94;13;12;1;0;99
200;94;13;12;1;0;99
200;94;14;12;2;0;100
200;94;14;12;2;0;100
200;94;14;12;2;0;101
200;94;14;12;2;0;101
200;94;14;12;2;0;102
200;94;15;12;3;0;102
200;94;15;12;3;0;103
200;94;15;12;3;0;103
200;94;15;12;3;0;104
200;94;15;12;3;0;104
200;94;16;12;4;0;105
200;94;16;12;4;0;105
200;94;16;12;4;0;106
200;94;16;12;4;0;106
200;94;16;12;4;0;107
200;94;17;12;5;0;107
200;94;17;12;5;0;108
200;94;17;12;5;0;108
200;94;17;12;5;0;109
200;94;17;12;5;0;109
200;94;18;12;6;0;110
200;94;18;12;6;0;110
200;94;18;12;6;0;111
200;95;11;6;6;65535;111
200;94;11;6;6;65535;112
200;95;18;12;6;0;112
200;95;11;6;6;65535;113
200;95;19;12;7;0;113
200;95;18;12;7;65535;114
200;95;18;12;7;65535;114
200;95;18;12;7;65535;115
200;95;18;12;7;65535;115
200;95;20;12;8;0;116
200;95;20;12;8;0;116
200;95;19;12;8;65535;117
200;95;20;12;8;0;117
200;95;19;12;8;65535;118
200;95;21;12;9;0;118
200;95;27;18;9;0;119
200;95;21;12;9;0;119
200;96;28;18;9;1;120
200;96;22;12;10;0;120
200;96;22;12;10;0;121
200;96;22;12;10;0;121
200;96;22;12;10;0;122
200;96;22;12;10;0;122
200;97;16;6;11;65535;123
200;97;23;12;11;0;123
200;97;17;6;11;0;124
200;97;16;6;11;65535;124
200;97;23;12;11;0;125
200;97;23;12;11;0;125
200;97;24;12;12;0;126
200;97;24;12;12;0;126
200;97;24;12;12;0;127
200;97;25;12;12;1;127
200;98;24;12;12;0;128
200;98;18;6;12;0;128
200;98;25;12;13;0;129
200;98;25;12;13;0;129
200;98;25;12;13;0;130
200;98;25;12;13;0;130
200;99;25;12;13;0;131
200;99;19;6;14;65535;131
200;99;25;12;14;65535;132
200;99;25;12;14;65535;132
200;99;25;12;14;65535;133
200;100;18;6;14;65534;133
200;100;24;12;14;65534;134
200;100;25;12;15;65534;134
200;100;25;12;15;65534;135
200;100;25;12;15;65534;135
200;100;26;12;15;65535;136
200;101;26;12;15;65535;136
200;101;26;12;16;65534;137
200;101;26;12;16;65534;137
200;102;20;6;16;65534;138
200;102;20;6;16;65534;138
200;102;26;12;16;65534;139
200;102;26;12;16;65534;139
200;103;27;12;17;65534;140
200;103;20;6;17;65533;140
200;103;26;12;17;65533;141
200;103;27;12;17;65534;141
200;103;27;12;17;65534;142
200;104;21;6;17;65534;142
200;104;28;12;18;65534;143
200;105;28;12;18;65534;143
200;105;21;6;18;65533;144
200;105;21;6;18;65533;144
200;105;28;12;18;65534;145
200;106;28;12;18;65534;145
200;106;22;6;19;65533;146
200;106;22;6;19;65533;146
200;106;29;12;19;65534;147
200;106;29;12;19;65534;147
200;106;29;12;19;65534;148
200;107;29;12;19;65534;148
200;107;30;12;20;65534;149
200;108;23;6;20;65533;149
200;108;29;12;20;65533;150
200;109;30;12;20;65534;150
200;109;30;12;20;65534;151
200;109;30;12;20;65534;151
200;109;31;12;21;65534;152
200;110;31;12;21;65534;152
200;110;31;12;21;65534;153
200;111;24;6;21;65533;153
200;111;31;12;21;65534;154
200;111;32;12;22;65534;154
200;112;32;12;22;65534;155
200;112;26;6;22;65534;155
200;112;32;12;22;65534;156
200;113;32;12;22;65534;156
200;113;31;12;22;65533;157
200;114;33;12;23;65534;157
200;114;33;12;23;65534;158
200;115;33;12;23;65534;158
200;115;39;18;23;65534;159
200;115;33;12;24;65533;159
200;116;33;12;24;65533;160
200;116;25;6;24;65531;160
200;116;31;12;24;65531;161
200;117;25;6;24;65531;161
200;117;31;12;24;65531;162
200;118;34;12;25;65533;162
200;119;32;12;25;65531;163
200;119;25;6;25;65530;163
200;119;32;12;25;65531;164
200;119;32;12;25;65531;164
200;120;34;12;25;65533;165
200;120;27;6;26;65531;165
200;121;27;6;26;65531;166
200;121;27;6;26;65531;166
200;122;26;6;26;65530;167
200;122;27;6;26;65531;167
200;123;35;12;26;65533;168
200;123;27;6;26;65531;168
200;124;33;12;26;65531;169
200;124;27;6;27;65530;169
200;125;34;12;27;65531;170
200;125;28;6;27;65531;170
200;126;34;12;27;65531;171
200;126;28;6;27;65531;171
200;127;34;12;27;65531;172
200;127;27;6;27;65530;172
200;128;35;12;28;65531;173
200;128;29;6;28;65531;173
200;129;37;12;28;65533;174
200;129;37;12;28;65533;174
200;130;29;6;28;65531;175
200;130;29;6;28;65531;175
200;131;38;12;29;65533;176
200;131;30;6;29;65531;176
200;131;38;12;29;65533;177
200;133;30;6;29;65531;177
200;133;30;6;29;65531;178
200;133;30;6;29;65531;178
200;134;36;12;29;65531;179
200;134;32;6;29;65533;179
200;135;39;12;30;65533;180
200;136;31;6;30;65531;180
200;136;31;6;30;65531;181
200;136;31;6;30;65531;181
200;137;31;6;30;65531;182
200;137;31;6;30;65531;182
200;138;37;12;30;65531;183
200;139;30;6;30;65530;183
200;139;31;6;31;65530;184
200;140;31;6;31;65530;184
200;140;31;6;31;65530;185
200;141;32;6;31;65531;185
200;141;31;6;31;65530;186
200;142;32;6;31;65531;186
200;142;32;6;31;65531;187
200;143;32;6;31;65531;187
200;143;32;6;31;65531;188
200;144;34;6;31;65533;188
200;145;33;6;32;65531;189
200;145;27;0;32;65531;189
200;146;33;6;32;65531;190
200;146;27;0;32;65531;190
200;147;33;6;32;65531;191
200;148;27;0;32;65531;191
200;148;26;0;32;65530;192
200;149;27;0;32;65531;192
