target temperature;Temperature;PID output;proportional part; integral part;differential part;Calculated temperature;Set point
600;603;13;65518;30;1;600;600
600;603;13;65518;30;1;600;600
600;603;13;65518;30;1;600;600
600;603;12;65518;30;0;600;600
600;602;18;65524;29;1;600;600
600;602;18;65524;29;1;600;600
600;602;18;65524;29;1;600;600
600;602;18;65524;29;1;600;600
600;602;18;65524;29;1;600;600
600;602;17;65524;28;1;600;600
600;601;24;65530;28;2;600;600
600;601;24;65530;28;2;600;600
600;601;24;65530;28;2;600;600
600;601;23;65530;28;1;600;600
600;601;30;0;28;2;600;600
600;600;30;0;28;2;600;600
600;600;30;0;28;2;600;600
600;600;30;0;28;2;600;600
600;600;30;0;28;2;600;600
600;600;29;0;28;1;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;34;6;28;0;600;600
600;599;34;6;28;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;42;12;29;1;600;600
600;598;42;12;29;1;600;600
600;598;42;12;29;1;600;600
600;598;43;12;30;1;600;600
600;598;43;12;30;1;600;600
600;598;43;12;30;1;600;600
600;598;43;12;30;1;600;600
600;598;43;12;30;1;600;600
600;598;44;12;31;1;600;600
600;598;43;12;31;0;600;600
600;598;43;12;31;0;600;600
600;598;43;12;31;0;600;600
600;598;43;12;31;0;600;600
600;598;44;12;32;0;600;600
600;598;44;12;32;0;600;600
600;598;44;12;32;0;600;600
600;598;44;12;32;0;600;600
600;598;44;12;32;0;600;600
600;598;45;12;33;0;600;600
600;598;45;12;33;0;600;600
600;598;45;12;33;0;600;600
600;598;45;12;33;0;600;600
600;598;45;12;33;0;600;600
600;598;46;12;34;0;600;600
600;598;46;12;34;0;600;600
600;598;46;12;34;0;600;600
600;598;46;12;34;0;600;600
600;599;46;12;34;0;600;600
600;599;40;6;34;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;41;6;35;0;600;600
600;599;42;6;36;0;600;600
600;599;42;6;36;0;600;600
600;600;35;0;36;65535;600;600
600;600;35;0;36;65535;600;600
600;600;35;0;36;65535;600;600
600;600;35;0;36;65535;600;600
600;600;35;0;36;65535;600;600
600;600;35;0;36;65535;600;600
600;600;35;0;36;65535;600;600
600;601;35;0;36;65535;600;600
600;601;35;0;36;65535;600;600
600;601;29;65530;36;65535;600;600
600;601;28;65530;35;65535;600;600
600;601;28;65530;35;65535;600;600
600;601;28;65530;35;65535;600;600
600;601;28;65530;35;65535;600;600
600;601;28;65530;35;65535;600;600
600;601;28;65530;35;65535;600;600
600;602;21;65524;35;65534;600;600
600;602;21;65524;35;65534;600;600
600;602;21;65524;34;65535;600;600
600;602;21;65524;34;65535;600;600
600;602;21;65524;34;65535;600;600
600;602;21;65524;34;65535;600;600
600;602;21;65524;34;65535;600;600
600;602;20;65524;33;65535;600;600
600;602;20;65524;33;65535;600;600
600;602;21;65524;33;0;600;600
600;602;21;65524;33;0;600;600
600;602;21;65524;33;0;600;600
600;602;20;65524;32;0;600;600
600;602;20;65524;32;0;600;600
600;602;20;65524;32;0;600;600
600;602;20;65524;32;0;600;600
600;602;20;65524;32;0;600;600
600;602;19;65524;31;0;600;600
600;602;19;65524;31;0;600;600
600;602;19;65524;31;0;600;600
600;602;19;65524;31;0;600;600
600;602;19;65524;31;0;600;600
600;602;18;65524;30;0;600;600
600;602;18;65524;30;0;600;600
600;602;18;65524;30;0;600;600
600;602;18;65524;30;0;600;600
600;602;18;65524;30;0;600;600
600;602;17;65524;29;0;600;600
600;602;17;65524;29;0;600;600
600;602;17;65524;29;0;600;600
600;602;17;65524;29;0;600;600
600;602;17;65524;29;0;600;600
600;601;16;65524;28;0;600;600
600;601;16;65524;28;0;600;600
600;601;22;65530;28;0;600;600
600;601;22;65530;28;0;600;600
600;601;22;65530;28;0;600;600
600;601;22;65530;28;0;600;600
600;601;22;65530;28;0;600;600
600;601;22;65530;28;0;600;600
600;601;21;65530;27;0;600;600
600;600;28;0;27;1;600;600
600;600;28;0;27;1;600;600
600;600;28;0;27;1;600;600
600;600;28;0;27;1;600;600
600;600;28;0;27;1;600;600
600;600;28;0;27;1;600;600
600;600;28;0;27;1;600;600
600;600;28;0;27;1;600;600
600;600;36;6;28;2;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;35;6;28;1;600;600
600;599;34;6;28;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;35;6;29;0;600;600
600;599;36;6;30;0;600;600
600;599;36;6;30;0;600;600
600;599;36;6;30;0;600;600
600;599;36;6;30;0;600;600
600;600;29;0;30;65535;600;600
600;600;29;0;30;65535;600;600
600;600;29;0;30;65535;600;600
600;600;29;0;30;65535;600;600
600;600;29;0;30;65535;600;600
600;600;29;0;30;65535;600;600
600;600;29;0;30;65535;600;600
600;600;29;0;30;65535;600;600
600;600;29;0;30;65535;600;600
600;600;23;65530;30;65535;600;600
