target temperature;Temperature;PID output;proportional part; integral part;differential part;Calculated temperature;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;203;65506;65506;0;0;200;;;;;
200;202;65506;65506;0;0;200;;;;;
200;202;65506;65506;0;0;200;;;;;
200;202;65506;65506;0;0;200;;;;;
200;203;65521;65516;0;5;200;;;;;
200;202;65506;65506;0;0;200;;;;;
200;202;65521;65516;0;5;200;;;;;
200;202;65521;65516;0;5;200;;;;;
200;202;65521;65516;0;5;200;;;;;
200;202;65521;65516;0;5;200;;;;;
200;202;65521;65516;0;5;200;;;;;
200;202;65521;65516;0;5;200;;;;;
200;202;65521;65516;0;5;200;;;;;
200;202;65516;65516;0;0;200;;;;;
200;202;65521;65516;0;5;200;;;;;
200;202;65516;65516;0;0;200;;;;;
200;202;65516;65516;0;0;200;;;;;
200;202;65516;65516;0;0;200;;;;;
200;201;65516;65516;0;0;200;;;;;
200;201;65516;65516;0;0;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65531;65526;0;5;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;201;65526;65526;0;0;200;;;;;
200;200;5;0;0;5;200;;;;;
200;200;5;0;0;5;200;;;;;
200;200;5;0;0;5;200;;;;;
200;200;5;0;0;5;200;;;;;
200;200;5;0;0;5;200;;;;;
200;200;5;0;0;5;200;;;;;
200;200;5;0;0;5;200;;;;;
200;200;5;0;0;5;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;200;0;0;0;0;200;;;;;
200;199;0;0;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;199;10;10;0;0;200;;;;;
200;198;10;10;0;0;200;;;;;
200;198;25;20;0;5;200;;;;;
200;198;10;10;0;0;200;;;;;
200;198;25;20;0;5;200;;;;;
200;198;26;20;1;5;200;;;;;
200;198;26;20;1;5;200;;;;;
200;198;26;20;1;5;200;;;;;
200;198;26;20;1;5;200;;;;;
200;198;26;20;1;5;200;;;;;
200;198;27;20;2;5;200;;;;;
200;198;22;20;2;0;200;;;;;
200;198;27;20;2;5;200;;;;;
200;198;22;20;2;0;200;;;;;
200;198;22;20;2;0;200;;;;;
200;198;23;20;3;0;200;;;;;
200;198;23;20;3;0;200;;;;;
200;198;23;20;3;0;200;;;;;
200;198;23;20;3;0;200;;;;;
200;198;23;20;3;0;200;;;;;
200;198;24;20;4;0;200;;;;;
200;198;24;20;4;0;200;;;;;
200;198;24;20;4;0;200;;;;;
200;198;24;20;4;0;200;;;;;
400;198;24;20;4;0;198;;;;;
400;198;25;20;5;0;199;;;;;
400;198;25;20;5;0;199;;;;;
400;199;25;20;5;0;201;;;;;
400;199;10;10;5;65531;201;;;;;
400;199;10;10;5;65531;202;;;;;
400;199;10;10;5;65531;202;;;;;
400;199;10;10;5;65531;203;;;;;
400;199;10;10;5;65531;203;;;;;
400;199;11;10;6;65531;204;;;;;
400;200;11;10;6;65531;205;;;;;
400;200;21;20;6;65531;206;;;;;
400;200;11;10;6;65531;206;;;;;
400;200;26;20;6;0;207;;;;;
400;200;26;20;6;0;207;;;;;
400;200;37;30;7;0;208;;;;;
400;200;37;30;7;0;208;;;;;
400;200;47;40;7;0;209;;;;;
400;200;48;40;8;0;209;;;;;
400;200;58;50;8;0;210;;;;;
400;200;59;50;9;0;210;;;;;
400;200;69;60;9;0;211;;;;;
400;201;70;60;10;0;212;;;;;
400;201;81;70;11;0;213;;;;;
400;201;66;60;11;65531;213;;;;;
400;201;77;70;12;65531;214;;;;;
400;201;78;70;13;65531;214;;;;;
400;201;88;80;13;65531;215;;;;;
400;201;89;80;14;65531;215;;;;;
400;202;100;90;15;65531;217;;;;;
400;202;91;80;16;65531;217;;;;;
400;202;100;90;17;65531;218;;;;;
400;203;88;80;18;65526;219;;;;;
400;203;100;90;19;65531;220;;;;;
400;203;100;90;19;65531;220;;;;;
400;204;100;100;20;65531;222;;;;;
400;204;100;90;21;65526;222;;;;;
400;204;100;100;22;65526;223;;;;;
400;205;100;100;23;65526;224;;;;;
400;206;100;100;24;65526;226;;;;;
400;206;100;90;25;65521;226;;;;;
400;207;100;100;26;65526;228;;;;;
400;208;100;90;27;65521;229;;;;;
400;208;98;90;28;65516;230;;;;;
400;209;99;90;29;65516;231;;;;;
400;209;100;90;30;65516;232;;;;;
400;210;100;90;31;65516;233;;;;;
400;211;97;90;32;65511;235;;;;;
400;211;87;80;32;65511;235;;;;;
400;212;88;80;33;65511;237;;;;;
400;213;89;80;34;65511;238;;;;;
400;214;90;80;35;65511;240;;;;;
400;215;81;70;36;65511;241;;;;;
400;215;76;70;36;65506;242;;;;;
400;217;67;60;37;65506;244;;;;;
400;217;62;60;37;65501;245;;;;;
400;219;53;50;38;65501;247;;;;;
400;220;53;50;38;65501;249;;;;;
400;220;44;40;39;65501;249;;;;;
400;222;39;40;39;65496;252;;;;;
400;223;30;30;40;65496;253;;;;;
400;223;30;30;40;65496;254;;;;;
400;225;20;20;40;65496;256;;;;;
400;225;20;20;40;65496;257;;;;;
400;226;10;10;40;65496;258;;;;;
400;228;10;10;40;65496;261;;;;;
400;229;0;0;40;65496;262;;;;;
400;229;0;0;40;65496;263;;;;;
400;231;65526;65526;40;65496;265;;;;;
400;231;65526;65526;40;65496;266;;;;;
400;233;65516;65516;40;65496;268;;;;;
400;233;65516;65516;40;65496;269;;;;;
400;234;65506;65506;40;65496;270;;;;;
400;235;65520;65516;39;65501;272;;;;;
400;236;65495;65496;39;65496;273;;;;;
400;237;65505;65506;39;65496;275;;;;;
400;238;65494;65496;38;65496;276;;;;;
400;239;65494;65496;38;65496;278;;;;;
400;239;65483;65486;37;65496;278;;;;;
400;240;65498;65496;37;65501;280;;;;;
400;242;65472;65476;36;65496;282;;;;;
400;242;65472;65476;36;65496;283;;;;;
400;243;65471;65476;35;65496;284;;;;;
400;243;65476;65476;35;65501;285;;;;;
400;244;65470;65466;34;65501;286;;;;;
400;245;65479;65476;33;65506;288;;;;;
400;245;65469;65466;33;65506;288;;;;;
400;246;65483;65476;32;65511;290;;;;;
400;247;65467;65466;31;65506;291;;;;;
400;247;65472;65466;31;65511;292;;;;;
400;248;65476;65466;30;65516;293;;;;;
400;248;65470;65466;29;65511;294;;;;;
400;249;65474;65466;28;65516;295;;;;;
400;249;65474;65466;28;65516;296;;;;;
400;250;65473;65466;27;65516;297;;;;;
400;250;65472;65466;26;65516;298;;;;;
400;251;65472;65466;26;65516;299;;;;;
400;251;65471;65466;25;65516;300;;;;;
400;251;65475;65466;24;65521;300;;;;;
400;252;65485;65476;24;65521;302;;;;;
400;252;65474;65466;23;65521;302;;;;;
400;252;65483;65476;22;65521;303;;;;;
400;253;65473;65466;22;65521;304;;;;;
400;253;65482;65476;21;65521;305;;;;;
400;254;65471;65466;20;65521;306;;;;;
400;254;65481;65476;20;65521;307;;;;;
400;254;65485;65476;19;65526;307;;;;;
400;255;65480;65476;19;65521;309;;;;;
400;255;65479;65476;18;65521;309;;;;;
400;255;65493;65486;17;65526;310;;;;;
400;255;65493;65486;17;65526;310;;;;;
400;256;65503;65496;17;65526;312;;;;;
400;256;65487;65486;16;65521;312;;;;;
400;256;65502;65496;16;65526;313;;;;;
400;256;65501;65496;15;65526;313;;;;;
400;256;65511;65506;15;65526;314;;;;;
400;256;65516;65506;15;65531;314;;;;;
400;257;65510;65506;14;65526;316;;;;;
400;257;65510;65506;14;65526;316;;;;;
400;258;65520;65516;14;65526;318;;;;;
400;258;65510;65506;14;65526;318;;;;;
400;258;65524;65516;13;65531;319;;;;;
400;258;65524;65516;13;65531;319;;;;;
400;258;65534;65526;13;65531;320;;;;;
400;258;65534;65526;13;65531;320;;;;;
400;258;8;0;13;65531;321;;;;;
400;258;13;0;13;0;321;;;;;
400;258;23;10;13;0;322;;;;;
400;259;8;0;13;65531;323;;;;;
400;259;18;10;13;65531;324;;;;;
400;259;18;10;13;65531;324;;;;;
400;259;28;20;13;65531;325;;;;;
400;259;14;10;14;65526;325;;;;;
400;259;39;30;14;65531;326;;;;;
400;259;39;30;14;65531;326;;;;;
400;260;50;40;15;65531;328;;;;;
400;259;50;40;15;65531;327;;;;;
400;259;65;50;15;0;328;;;;;
400;259;66;50;16;0;328;;;;;
400;260;77;60;17;0;330;;;;;
400;260;62;50;17;65531;330;;;;;
400;260;78;60;18;0;331;;;;;
400;260;73;60;18;65531;331;;;;;
400;261;69;60;19;65526;333;;;;;
400;261;69;60;19;65526;333;;;;;
400;262;80;70;20;65526;335;;;;;
400;261;66;60;21;65521;334;;;;;
400;262;76;70;21;65521;336;;;;;
400;262;77;70;22;65521;336;;;;;
400;263;93;80;23;65526;338;;;;;
400;263;79;70;24;65521;338;;;;;
400;263;89;80;24;65521;339;;;;;
400;263;95;80;25;65526;339;;;;;
400;263;100;90;26;65526;340;;;;;
400;264;92;80;27;65521;341;;;;;
400;265;93;80;28;65521;343;;;;;
400;265;94;80;29;65521;343;;;;;
400;266;100;90;29;65521;345;;;;;
400;266;90;80;30;65516;345;;;;;
400;266;100;90;31;65521;346;;;;;
400;267;92;80;32;65516;347;;;;;
400;268;88;80;33;65511;349;;;;;
400;269;89;80;34;65511;350;;;;;
400;269;89;80;34;65511;351;;;;;
400;270;95;80;35;65516;352;;;;;
400;271;96;80;36;65516;354;;;;;
400;271;82;70;37;65511;354;;;;;
400;272;97;80;37;65516;356;;;;;
400;273;84;70;39;65511;357;;;;;
400;274;84;70;39;65511;359;;;;;
400;275;74;60;39;65511;360;;;;;
400;275;70;60;40;65506;361;;;;;
400;276;76;60;41;65511;362;;;;;
400;277;71;60;41;65506;364;;;;;
400;279;52;40;42;65506;366;;;;;
400;279;52;40;42;65506;367;;;;;
400;280;37;30;42;65501;368;;;;;
400;282;53;40;43;65506;371;;;;;
400;282;28;20;43;65501;371;;;;;
400;283;43;30;43;65506;373;;;;;
400;284;33;20;43;65506;374;;;;;
400;285;29;20;44;65501;376;;;;;
400;286;19;10;44;65501;377;;;;;
400;287;19;10;44;65501;379;;;;;
400;288;65530;65526;44;65496;380;;;;;
400;289;9;0;44;65501;382;;;;;
400;290;65530;65526;44;65496;383;;;;;
400;291;65535;65526;44;65501;385;;;;;
400;292;65519;65516;43;65496;386;;;;;
400;292;65519;65516;43;65496;387;;;;;
400;293;65509;65506;43;65496;388;;;;;
400;294;65524;65516;43;65501;390;;;;;
400;295;65503;65496;42;65501;391;;;;;
400;296;65523;65506;42;65511;393;;;;;
400;297;65508;65496;42;65506;394;;;;;
400;297;65507;65496;41;65506;395;;;;;
400;298;65512;65496;41;65511;396;;;;;
400;299;65511;65496;40;65511;398;;;;;
400;299;65501;65486;40;65511;398;;;;;
400;300;65500;65486;39;65511;400;;;;;
400;301;65500;65486;39;65511;400;;;;;
400;301;65499;65486;38;65511;400;;;;;
400;302;65499;65486;38;65511;400;;;;;
400;303;65498;65486;37;65511;400;;;;;
400;303;65488;65476;37;65511;400;;;;;
400;303;65497;65486;36;65511;400;;;;;
400;304;65502;65486;36;65516;400;;;;;
400;304;65501;65486;35;65516;400;;;;;
400;304;65506;65486;35;65521;400;;;;;
400;305;65500;65486;34;65516;400;;;;;
400;306;65490;65476;34;65516;400;;;;;
400;306;65499;65486;33;65516;400;;;;;
400;306;65504;65486;33;65521;400;;;;;
400;307;65518;65496;32;65526;400;;;;;
400;307;65503;65486;32;65521;400;;;;;
400;307;65512;65496;31;65521;400;;;;;
400;307;65517;65496;31;65526;400;;;;;
400;308;65512;65496;31;65521;400;;;;;
400;308;65516;65496;30;65526;400;;;;;
400;308;65526;65506;30;65526;400;;;;;
400;309;65526;65506;30;65526;400;;;;;
400;309;65520;65506;29;65521;400;;;;;
400;309;65520;65506;29;65521;400;;;;;
400;309;65535;65516;29;65526;400;;;;;
400;310;65519;65506;28;65521;400;;;;;
400;310;65529;65516;28;65521;400;;;;;
400;310;65534;65516;28;65526;400;;;;;
400;310;8;65526;28;65526;400;;;;;
400;310;8;65526;28;65526;400;;;;;
400;310;18;0;28;65526;400;;;;;
400;311;8;65526;28;65526;400;;;;;
400;311;18;0;28;65526;400;;;;;
400;311;18;0;28;65526;400;;;;;
400;311;33;10;28;65531;400;;;;;
400;311;33;10;28;65531;400;;;;;
400;311;43;20;28;65531;400;;;;;
400;311;43;20;28;65531;400;;;;;
400;311;54;30;29;65531;400;;;;;
400;311;54;30;29;65531;400;;;;;
400;311;69;40;29;0;400;;;;;
400;312;70;40;30;0;400;;;;;
400;312;80;50;30;0;400;;;;;
400;312;66;40;31;65531;400;;;;;
400;312;76;50;31;65531;400;;;;;
400;312;77;50;32;65531;400;;;;;
400;312;87;60;32;65531;400;;;;;
400;313;88;60;33;65531;400;;;;;
400;313;83;60;33;65526;400;;;;;
400;314;84;60;34;65526;400;;;;;
400;314;80;60;35;65521;400;;;;;
400;314;80;60;35;65521;400;;;;;
400;314;96;70;36;65526;400;;;;;
400;315;97;70;37;65526;400;;;;;
400;315;92;70;37;65521;400;;;;;
400;315;93;70;38;65521;400;;;;;
400;316;94;70;39;65521;400;;;;;
400;316;99;70;39;65526;400;;;;;
400;317;100;80;40;65526;400;;;;;
400;318;100;70;41;65526;400;;;;;
400;319;97;70;42;65521;400;;;;;
400;319;82;60;42;65516;400;;;;;
400;320;78;60;43;65511;400;;;;;
400;321;83;60;43;65516;400;;;;;
400;322;79;60;44;65511;400;;;;;
400;322;70;50;45;65511;400;;;;;
400;323;65;50;45;65506;400;;;;;
400;324;66;50;46;65506;400;;;;;
400;325;66;50;46;65506;400;;;;;
400;326;56;40;46;65506;400;;;;;
400;326;57;40;47;65506;400;;;;;
400;327;47;30;47;65506;400;;;;;
400;329;58;40;48;65506;400;;;;;
400;329;33;20;48;65501;400;;;;;
400;330;43;30;48;65501;400;;;;;
400;331;33;20;48;65501;400;;;;;
400;332;28;20;48;65496;400;;;;;
400;333;19;10;49;65496;400;;;;;
400;333;19;10;49;65496;400;;;;;
400;334;9;0;49;65496;400;;;;;
400;335;9;0;49;65496;400;;;;;
400;336;9;0;49;65496;400;;;;;
400;337;14;0;49;65501;400;;;;;
400;338;4;65526;49;65501;400;;;;;
400;338;3;65526;48;65501;400;;;;;
400;339;65529;65516;48;65501;400;;;;;
400;340;8;65526;48;65506;400;;;;;
400;341;65534;65516;48;65506;400;;;;;
400;341;65534;65516;48;65506;400;;;;;
400;342;65523;65506;47;65506;400;;;;;
400;343;65533;65516;47;65506;400;;;;;
400;343;65523;65506;47;65506;400;;;;;
400;344;65533;65516;47;65506;400;;;;;
400;344;65522;65506;46;65506;400;;;;;
400;345;65522;65506;46;65506;400;;;;;
400;345;65522;65506;46;65506;400;;;;;
400;346;65522;65506;46;65506;400;;;;;
400;347;65526;65506;45;65511;400;;;;;
400;347;65526;65506;45;65511;400;;;;;
400;347;65526;65506;45;65511;400;;;;;
400;348;4;65516;44;65516;400;;;;;
400;348;65530;65506;44;65516;400;;;;;
400;348;9;65516;44;65521;400;;;;;
400;349;65535;65506;44;65521;400;;;;;
400;349;8;65516;43;65521;400;;;;;
400;350;65534;65506;43;65521;400;;;;;
400;350;8;65516;43;65521;400;;;;;
400;350;13;65516;43;65526;400;;;;;
400;351;23;65526;43;65526;400;;;;;
400;351;7;65516;42;65521;400;;;;;
400;351;17;65526;42;65521;400;;;;;
400;351;17;65526;42;65521;400;;;;;
400;351;32;0;42;65526;400;;;;;
400;351;32;0;42;65526;400;;;;;
400;352;47;10;42;65531;400;;;;;
400;352;32;0;42;65526;400;;;;;
400;352;42;10;42;65526;400;;;;;
400;353;43;10;43;65526;400;;;;;
400;353;43;10;43;65526;400;;;;;
400;353;43;10;43;65526;400;;;;;
400;353;53;20;43;65526;400;;;;;
400;353;53;20;43;65526;400;;;;;
400;354;63;30;43;65526;400;;;;;
400;354;49;20;44;65521;400;;;;;
400;354;64;30;44;65526;400;;;;;
400;354;64;30;44;65526;400;;;;;
400;354;75;40;45;65526;400;;;;;
400;355;80;40;45;65531;400;;;;;
400;355;80;40;45;65531;400;;;;;
400;355;81;40;46;65531;400;;;;;
400;356;76;40;46;65526;400;;;;;
400;356;77;40;47;65526;400;;;;;
400;357;92;50;47;65531;400;;;;;
400;357;78;40;48;65526;400;;;;;
400;357;88;50;48;65526;400;;;;;
400;358;89;50;49;65526;400;;;;;
400;358;84;50;49;65521;400;;;;;
400;359;85;50;50;65521;400;;;;;
400;359;80;50;50;65516;400;;;;;
400;360;86;50;51;65521;400;;;;;
400;361;81;50;51;65516;400;;;;;
400;361;66;40;51;65511;400;;;;;
400;362;82;50;52;65516;400;;;;;
400;362;67;40;52;65511;400;;;;;
400;363;78;50;53;65511;400;;;;;
400;364;68;40;53;65511;400;;;;;
400;365;69;40;54;65511;400;;;;;
400;365;59;30;54;65511;400;;;;;
400;366;69;40;54;65511;400;;;;;
400;367;60;30;55;65511;400;;;;;
400;367;60;30;55;65511;400;;;;;
400;369;45;20;55;65506;400;;;;;
400;369;45;20;55;65506;400;;;;;
400;370;30;10;55;65501;400;;;;;
400;371;46;20;56;65506;400;;;;;
400;371;36;10;56;65506;400;;;;;
400;372;36;10;56;65506;400;;;;;
400;373;21;0;56;65501;400;;;;;
400;374;21;0;56;65501;400;;;;;
400;375;26;0;56;65506;400;;;;;
400;375;26;0;56;65506;400;;;;;
400;376;16;65526;56;65506;400;;;;;
400;377;31;0;56;65511;400;;;;;
400;378;16;65526;56;65506;400;;;;;
400;378;16;65526;56;65506;400;;;;;
400;379;5;65516;55;65506;400;;;;;
400;380;20;65526;55;65511;400;;;;;
400;380;10;65516;55;65511;400;;;;;
400;381;5;65516;55;65506;400;;;;;
400;382;65531;65506;55;65506;400;;;;;
400;382;9;65516;54;65511;400;;;;;
400;383;65530;65506;54;65506;400;;;;;
400;383;9;65516;54;65511;400;;;;;
400;384;65535;65506;54;65511;400;;;;;
400;384;13;65516;53;65516;400;;;;;
400;385;13;65516;53;65516;400;;;;;
400;386;13;65516;53;65516;400;;;;;
400;386;3;65506;53;65516;400;;;;;
400;386;17;65516;52;65521;400;;;;;
400;387;2;65506;52;65516;400;;;;;
400;387;17;65516;52;65521;400;;;;;
400;387;17;65516;52;65521;400;;;;;
400;388;27;65526;52;65521;400;;;;;
400;388;11;65516;51;65516;400;;;;;
400;389;21;65526;51;65516;400;;;;;
400;389;11;65516;51;65516;400;;;;;
400;389;26;65526;51;65521;400;;;;;
400;389;26;65526;51;65521;400;;;;;
400;389;41;0;51;65526;400;;;;;
400;390;26;65526;51;65521;400;;;;;
400;390;36;0;51;65521;400;;;;;
400;391;36;0;51;65521;400;;;;;
400;391;36;0;51;65521;400;;;;;
400;391;36;0;51;65521;400;;;;;
400;391;51;10;51;65526;400;;;;;
400;392;36;0;51;65521;400;;;;;
400;392;46;10;51;65521;400;;;;;
400;392;46;10;51;65521;400;;;;;
400;393;61;20;51;65526;400;;;;;
400;393;46;10;51;65521;400;;;;;
400;393;57;20;52;65521;400;;;;;
400;394;62;20;52;65526;400;;;;;
400;394;57;20;52;65521;400;;;;;
400;395;57;20;52;65521;400;;;;;
400;395;57;20;52;65521;400;;;;;
400;395;58;20;53;65521;400;;;;;
400;396;68;30;53;65521;400;;;;;
400;396;53;20;53;65516;400;;;;;
400;396;68;30;53;65521;400;;;;;
400;396;69;30;54;65521;400;;;;;
400;397;64;30;54;65516;400;;;;;
400;398;69;30;54;65521;400;;;;;
400;398;55;20;55;65516;400;;;;;
400;399;60;20;55;65521;400;;;;;
400;399;60;20;55;65521;400;;;;;
400;399;45;10;55;65516;400;;;;;
400;400;50;10;55;65521;400;;;;;
400;400;35;0;55;65516;400;;;;;
400;401;25;65526;55;65516;400;;;;;
400;401;30;65526;55;65521;400;;;;;
400;402;30;65526;55;65521;400;;;;;
400;402;20;65516;55;65521;400;;;;;
400;402;19;65516;54;65521;400;;;;;
400;403;4;65506;54;65516;400;;;;;
400;404;9;65506;54;65521;400;;;;;
400;404;65529;65496;53;65516;400;;;;;
400;405;65534;65496;53;65521;400;;;;;
400;405;65524;65486;53;65521;400;;;;;
400;405;65523;65486;52;65521;400;;;;;
400;406;65523;65486;52;65521;400;;;;;
400;406;65512;65476;51;65521;400;;;;;
400;406;65511;65476;50;65521;400;;;;;
400;407;65516;65476;50;65526;400;;;;;
400;407;65500;65466;49;65521;400;;;;;
400;408;65504;65466;48;65526;400;;;;;
400;408;65489;65456;48;65521;400;;;;;
400;408;65488;65456;47;65521;400;;;;;
400;408;65487;65456;46;65521;400;;;;;
400;408;65486;65456;45;65521;400;;;;;
400;408;65490;65456;44;65526;400;;;;;
400;409;65479;65446;43;65521;400;;;;;
400;409;65479;65446;43;65521;400;;;;;
400;409;65478;65446;42;65526;400;;;;;
400;409;65477;65446;41;65526;400;;;;;
400;409;65481;65446;40;65531;400;;;;;
400;410;65480;65446;39;65531;400;;;;;
400;409;65479;65446;38;65531;400;;;;;
400;409;65473;65436;37;65526;400;;;;;
400;410;65472;65436;36;65526;400;;;;;
400;410;65471;65436;35;65531;400;;;;;
400;410;65470;65436;34;65531;400;;;;;
400;410;65469;65436;33;65531;400;;;;;
400;410;65468;65436;32;65531;400;;;;;
400;410;65467;65436;31;65531;400;;;;;
400;410;65466;65436;30;65531;400;;;;;
400;410;65465;65436;29;65531;400;;;;;
400;410;65464;65436;28;0;400;;;;;
400;410;65478;65446;27;5;400;;;;;
400;409;65477;65446;26;5;400;;;;;
400;409;65476;65446;25;5;400;;;;;
400;409;65475;65446;24;5;400;;;;;
400;409;65475;65446;24;5;400;;;;;
400;409;65474;65446;23;5;400;;;;;
400;409;65473;65446;22;5;400;;;;;
400;409;65472;65446;21;5;400;;;;;
400;409;65471;65446;20;5;400;;;;;
400;408;65480;65456;19;5;400;;;;;
400;408;65479;65456;18;5;400;;;;;
400;408;65479;65456;18;5;400;;;;;
400;408;65478;65456;17;5;400;;;;;
400;408;65477;65456;16;5;400;;;;;
400;408;65476;65456;15;5;400;;;;;
400;408;65475;65456;14;5;400;;;;;
400;407;65490;65466;14;10;400;;;;;
400;407;65489;65466;13;10;400;;;;;
400;407;65483;65466;12;5;400;;;;;
400;407;65483;65466;12;5;400;;;;;
400;406;65482;65466;11;5;400;;;;;
400;406;65496;65476;10;10;400;;;;;
400;406;65496;65476;10;10;400;;;;;
400;406;65495;65476;9;10;400;;;;;
400;405;65505;65486;9;10;400;;;;;
400;405;65499;65486;8;5;400;;;;;
400;405;65499;65486;8;5;400;;;;;
400;405;65498;65486;7;5;400;;;;;
400;404;65498;65486;7;5;400;;;;;
400;404;65512;65496;6;10;400;;;;;
400;404;65507;65496;6;5;400;;;;;
400;404;65506;65496;5;5;400;;;;;
400;404;65506;65496;5;5;400;;;;;
400;403;65506;65496;5;5;400;;;;;
400;403;65520;65506;4;10;400;;;;;
400;402;65520;65506;4;10;400;;;;;
400;402;65535;65516;4;15;400;;;;;
400;402;65535;65516;4;15;400;;;;;
400;402;65529;65516;3;10;400;;;;;
400;402;65529;65516;3;10;400;;;;;
400;401;8;65526;3;15;400;;;;;
400;401;8;65526;3;15;400;;;;;
400;401;8;65526;3;15;400;;;;;
400;401;3;65526;3;10;400;;;;;
400;400;18;0;3;15;400;;;;;
400;400;13;0;3;10;400;;;;;
400;400;13;0;3;10;400;;;;;
400;399;13;0;3;10;400;;;;;
400;399;28;10;3;15;400;;;;;
400;399;23;10;3;10;400;;;;;
400;399;23;10;3;10;400;;;;;
400;398;23;10;3;10;400;;;;;
400;398;38;20;3;15;400;;;;;
400;398;34;20;4;10;400;;;;;
400;398;34;20;4;10;400;;;;;
400;397;34;20;4;10;400;;;;;
400;397;49;30;4;15;400;;;;;
400;397;45;30;5;10;400;;;;;
400;397;45;30;5;10;400;;;;;
400;396;45;30;5;10;400;;;;;
400;396;56;40;6;10;400;;;;;
400;396;51;40;6;5;400;;;;;
400;396;51;40;6;5;400;;;;;
400;396;52;40;7;5;400;;;;;
400;396;52;40;7;5;400;;;;;
400;396;48;40;8;0;400;;;;;
400;396;48;40;8;0;400;;;;;
400;396;48;40;8;0;400;;;;;
400;396;49;40;9;0;400;;;;;
400;396;49;40;9;0;400;;;;;
400;396;50;40;10;0;400;;;;;
400;396;50;40;10;0;400;;;;;
400;396;50;40;10;0;400;;;;;
400;396;51;40;11;0;400;;;;;
400;396;51;40;11;0;400;;;;;
400;396;52;40;12;0;400;;;;;
400;396;52;40;12;0;400;;;;;
400;396;52;40;12;0;400;;;;;
400;396;53;40;13;0;400;;;;;
400;397;53;40;13;0;400;;;;;
400;397;54;40;14;0;400;;;;;
600;397;54;40;14;0;397;;;;;
600;397;39;30;14;65531;398;;;;;
600;397;40;30;15;65531;398;;;;;
600;397;40;30;15;65531;399;;;;;
600;398;40;30;15;65531;400;;;;;
600;398;25;20;15;65526;401;;;;;
600;398;26;20;16;65526;401;;;;;
600;398;26;20;16;65526;402;;;;;
600;399;26;20;16;65526;403;;;;;
600;399;11;10;16;65521;404;;;;;
600;399;16;10;16;65526;404;;;;;
600;399;16;10;16;65526;405;;;;;
600;399;16;10;16;65526;405;;;;;
600;400;1;0;16;65521;407;;;;;
600;400;6;0;16;65526;407;;;;;
600;400;6;0;16;65526;408;;;;;
600;401;6;0;16;65526;409;;;;;
600;401;65527;65526;16;65521;410;;;;;
600;401;65532;65526;16;65526;410;;;;;
600;401;65532;65526;16;65526;411;;;;;
600;401;65532;65526;16;65526;411;;;;;
600;401;65532;65526;16;65526;412;;;;;
600;402;1;65526;16;65531;413;;;;;
600;402;65522;65516;16;65526;414;;;;;
600;402;65521;65516;15;65526;414;;;;;
600;402;65521;65516;15;65526;415;;;;;
600;402;65526;65516;15;65531;415;;;;;
600;402;65526;65516;15;65531;416;;;;;
